date,open,high,low,close,volume,tradecount
31/10/2020,13560.1,14100,13411.5,13791,927048458.5,1022202
30/10/2020,13455.69,13669.98,13115,13560.1,946818817.6,1060387
29/10/2020,13266.4,13642.91,12920.77,13455.7,997867948.9,1008433
28/10/2020,13636.16,13859.48,12888,13266.4,1263487953,1234511
27/10/2020,13052.15,13789.29,13019.87,13636.17,1085214438,1003550
26/10/2020,13029.64,13238.81,12765,13052.19,794395722.5,818144
25/10/2020,13111.73,13350,12888,13028.83,502672049.2,610498
24/10/2020,12923.06,13166.73,12870,13111.73,468299521.8,536821
23/10/2020,12968.84,13027.69,12720.08,12923.07,650680239.1,699313
22/10/2020,12780.75,13185,12678.08,12968.52,905778888.9,1035811
21/10/2020,11910,13217.68,11886.95,12780.96,1437122187,1453620
20/10/2020,11751.46,12038.38,11677.59,11909.99,737425592.1,906111
19/10/2020,11503.14,11823.99,11407.96,11751.47,550728683.8,650960
18/10/2020,11360.31,11505,11346.22,11503.14,266150824.3,346946
17/10/2020,11319.24,11402.42,11255,11360.2,253582776,365973
16/10/2020,11505.13,11541.15,11200,11319.32,553211001.6,693210
15/10/2020,11417.89,11617.34,11250.83,11505.12,556436445.6,662386
14/10/2020,11420.57,11547.98,11280,11417.89,472007015.7,590025
13/10/2020,11528.24,11557,11300,11420.56,482663390.7,618262
12/10/2020,11369.02,11720.01,11172,11528.25,604779845.8,740823
11/10/2020,11293.22,11445,11221,11369.02,329927755,509714
10/10/2020,11050.64,11491,11050.51,11293.22,494785212.2,698561
9/10/2020,10925.44,11104.64,10829,11050.64,530822321.5,635681
8/10/2020,10666.4,10950,10530.41,10925.57,559311760.4,659291
7/10/2020,10599.65,10681.87,10546.17,10666.39,348298562.9,503440
6/10/2020,10792.2,10800,10525,10599.66,520051256.1,734526
5/10/2020,10666.62,10798,10615.64,10792.21,364158510.2,483340
4/10/2020,10542.07,10696.87,10517.87,10666.63,246252050.9,377553
3/10/2020,10570.4,10603.56,10496.46,10542.06,235160884.6,381329
2/10/2020,10619.13,10664.64,10374,10570.4,526864379.3,777193
1/10/2020,10776.59,10920,10437,10619.13,652168989.5,794855
30/09/2020,10840.58,10849.34,10665.13,10776.59,425279696.3,595383
29/09/2020,10696.11,10867.54,10635.87,10840.48,449345822.5,587576
28/09/2020,10774.26,10950,10626,10696.12,544463219.6,686664
27/09/2020,10728.59,10799,10594.82,10774.25,327169249.5,516004
26/09/2020,10686.57,10820.94,10644.68,10728.6,304511477.7,502670
25/09/2020,10736.33,10760.53,10556.24,10686.67,512647249.1,733430
24/09/2020,10241.46,10795.24,10190.93,10736.32,604520870.1,789282
23/09/2020,10529.61,10537.15,10136.82,10241.46,539362015.2,774391
22/09/2020,10417.22,10572.71,10353,10529.61,460362500.7,738576
21/09/2020,10920.28,10988.86,10296.35,10417.22,751020795.2,1028531
20/09/2020,11080.64,11080.64,10723,10920.28,426815210.8,646329
19/09/2020,10933.4,11179.79,10887.37,11080.65,423651901.2,620127
18/09/2020,10940,11038.03,10812.84,10933.39,516147935.7,717371
17/09/2020,10954.01,11045.46,10745.83,10939.99,605010288.8,829137
16/09/2020,10785.23,11093,10661.22,10954.01,708644989.5,884153
15/09/2020,10671.77,10930.04,10606.48,10785.31,666457161.1,893852
14/09/2020,10332.84,10750,10212.34,10671.77,706175591.4,828957
13/09/2020,10440.67,10580.11,10200,10332.83,455338605.3,692439
12/09/2020,10387.89,10477.97,10269.25,10440.92,366912671.4,577724
11/09/2020,10336.86,10397.6,10200,10387.89,451241002.7,637869
10/09/2020,10219.29,10483.35,10070.83,10336.87,602390078.5,851877
9/09/2020,10126.66,10343,9981.01,10219.2,503082625.2,755560
8/09/2020,10373.45,10438,9850,10126.65,742947902,1048125
7/09/2020,10255.89,10410.75,9875,10373.44,634278537.8,927363
6/09/2020,10166.69,10347.14,9994.86,10256.2,574903000.2,1053192
5/09/2020,10446.25,10565.68,9825,10166.69,917578408.9,1476782
4/09/2020,10138.29,10627.05,9875.5,10446.25,959925718.4,1434860
3/09/2020,11388.54,11462.6,9960.8,10140.85,1325106403,1611610
2/09/2020,11921.97,11954.57,11160.1,11388.54,1005391012,1373524
1/09/2020,11649.51,12050.85,11515,11921.97,928047313.5,1321492
31/08/2020,11711.17,11800.77,11570,11649.51,646723855.6,822062
30/08/2020,11465.84,11719,11458,11711.16,501375342.9,756541
29/08/2020,11526.9,11580.02,11417.04,11465.84,379228275.3,611834
28/08/2020,11330.38,11542.65,11276.89,11526.91,525606229.7,719985
27/08/2020,11461.42,11592.2,11125,11330.38,717474981.7,959270
26/08/2020,11318.42,11539.32,11244,11461.43,615452790,862654
25/08/2020,11748.19,11767.85,11117.64,11318.42,797034671.6,996668
24/08/2020,11648.12,11824.9,11585.09,11748.2,542298951.5,656584
23/08/2020,11663.51,11718.07,11514.13,11648.13,440406018.7,627352
22/08/2020,11531.23,11686,11376.81,11662.96,504305451.4,809328
21/08/2020,11853.54,11878,11485.81,11531.34,755451999.7,1189668
20/08/2020,11754.38,11888,11668,11853.55,543576025,798027
19/08/2020,11945.1,12020.08,11561,11754.59,870612801.5,1258060
18/08/2020,12281.15,12387.77,11817.93,11945.01,920402307.2,1189390
17/08/2020,11910.99,12468,11769.78,12281.13,1026883453,1210228
16/08/2020,11852.4,11931.72,11686,11911,489731524.6,790240
15/08/2020,11760.55,11980,11680,11852.4,667446824.1,1018956
14/08/2020,11779.77,11850,11634.03,11760.54,702273220.7,1011746
13/08/2020,11564.34,11792.96,11270.36,11780,809611114.2,1243382
12/08/2020,11392.09,11617.52,11150,11564.33,743303608.1,1104096
11/08/2020,11892.9,11935,11125,11392.08,1049615697,1343979
10/08/2020,11681.69,12067.35,11450,11892.92,1009169063,1340835
9/08/2020,11761.02,11797.11,11521.97,11681.68,483708602.9,853386
8/08/2020,11594.36,11808.27,11512,11761.41,489087264.4,779318
7/08/2020,11762.47,11909.94,11322,11594.23,767005529.3,940045
6/08/2020,11744.91,11900,11562.5,11762.46,746479211.7,919918
5/08/2020,11191.99,11780.93,11093,11744.91,861433645.4,964637
4/08/2020,11219.68,11414.98,11000,11191.97,658084242.7,863692
3/08/2020,11071.36,11473,10936,11219.81,641127593.3,919185
2/08/2020,11801.17,12123.46,10518.5,11071.35,1105757336,1459900
1/08/2020,11335.46,11861,11220,11801.17,987817017.3,1174252
31/07/2020,11099.79,11444,10960,11335.46,786344325.9,971584
30/07/2020,11100.52,11170,10831,11099.61,669779541.9,879960
29/07/2020,10906.27,11342.82,10812,11100.53,853242253.6,1127302
28/07/2020,11029.96,11242.23,10565,10906.27,1065375500,1475636
27/07/2020,9931.54,11394.86,9917.21,11029.96,1580355372,1901088
26/07/2020,9700.42,10111,9650,9931.54,644607634.5,945611
25/07/2020,9538.1,9732.9,9513,9700.42,391431695.7,675222
24/07/2020,9603.27,9637,9463.44,9537.8,419240263.5,677725
23/07/2020,9518.16,9664,9440.33,9603.27,494282948.7,735371
22/07/2020,9390,9544,9261,9518.16,457776105.6,663029
21/07/2020,9160.78,9437.73,9152.8,9390,563360524.8,782959
20/07/2020,9208.99,9221.52,9131,9160.78,325297289.3,557096
19/07/2020,9170.3,9232.27,9101.35,9208.99,238521988,440449
18/07/2020,9154.31,9219.3,9121.1,9170.28,206628105.4,430377
17/07/2020,9133.72,9186.83,9089.81,9154.32,256360345.6,470991
16/07/2020,9197.6,9226.15,9047.25,9133.72,395883667,681807
15/07/2020,9255.85,9276.49,9160.57,9197.6,360201683.5,554780
14/07/2020,9242.61,9279.54,9113,9255.85,421789086.5,613139
13/07/2020,9303.31,9343.82,9200.89,9242.62,396614086.8,642552
12/07/2020,9234.02,9345,9157.5,9302.75,285591381.5,484875
11/07/2020,9288.34,9299.28,9178.25,9234.03,208410250.5,413452
10/07/2020,9232.42,9317.48,9125,9288.34,352238898.8,525484
9/07/2020,9436.06,9440.79,9160,9232.43,447640493.5,575491
8/07/2020,9257.4,9470,9231,9436.06,525344876.7,652605
7/07/2020,9342.47,9379.42,9203,9257.39,320576525.4,433481
6/07/2020,9069.41,9375,9055.92,9344.2,502548376.2,533540
5/07/2020,9135,9145.24,8893.03,9069.41,308410443.7,384500
4/07/2020,9057.79,9190,9040.04,9135.46,240576054.9,335225
3/07/2020,9086.54,9125,9037.47,9058.26,263123750.5,343189
2/07/2020,9231.99,9261.96,8940,9086.54,417724468.9,470292
1/07/2020,9138.08,9292,9080.1,9232,354087627.2,374832
30/06/2020,9192.93,9205,9064.89,9138.55,287781334.5,328083
29/06/2020,9116.16,9238,9024.67,9192.56,384206326.5,434299
28/06/2020,9012,9191,8948.06,9116.35,278721674.9,374404
27/06/2020,9162.21,9196.24,8833,9012,419606802.2,499415
26/06/2020,9249.49,9298,9045.45,9162.21,461347064.8,510947
25/06/2020,9298.33,9340,9009.69,9249.49,514396747.4,536205
24/06/2020,9624.33,9670,9208,9296.49,579426702.8,572362
23/06/2020,9685.69,9720,9577.03,9624.89,395487616.5,474319
22/06/2020,9294.69,9780,9277.09,9685.69,550995799.1,588704
21/06/2020,9358.95,9422,9281.54,9294.69,227467940.6,321015
20/06/2020,9310.23,9395,9170.95,9358.95,282120360.6,382778
19/06/2020,9386.32,9438.3,9215.79,9310.23,423086965.2,503484
18/06/2020,9465.13,9489,9280,9386.32,351649555.1,475074
17/06/2020,9526.97,9565,9236.61,9465.14,453209812.2,536158
16/06/2020,9426.05,9589,9373.09,9525.59,494458269.1,543481
15/06/2020,9342.1,9495,8910.45,9426.02,793518842.6,839521
14/06/2020,9473.34,9480.99,9245,9342.1,282131272.4,415568
13/06/2020,9464.96,9494.73,9351,9473.34,261673162.3,392763
12/06/2020,9278.88,9557.12,9232.51,9465.13,472007894.4,553203
11/06/2020,9885.22,9964,9113,9280.4,902075648.5,966502
10/06/2020,9772.44,9992.72,9704.18,9885,462384305.4,560909
9/06/2020,9782,9877,9570,9772.43,447208895.8,551863
8/06/2020,9746.99,9800,9633,9782.01,395459395.8,485139
7/06/2020,9666.85,9802,9372.46,9746.99,556919603.8,637766
6/06/2020,9621.17,9735,9531.05,9666.3,315604867.2,435796
5/06/2020,9788.14,9854.75,9581,9621.16,465200788.2,566062
4/06/2020,9666.32,9881.63,9450,9789.06,557234945.6,665881
3/06/2020,9518.02,9690,9365.21,9666.24,441928818,562784
2/06/2020,10202.71,10228.99,9266,9518.04,1070060237,1004312
1/06/2020,9448.27,10380,9421.67,10200.77,749707596.7,826964
31/05/2020,9697.72,9700,9381.41,9448.27,461272298.9,651473
30/05/2020,9426.6,9740,9331.23,9697.72,530598690.1,651290
29/05/2020,9575.87,9605.26,9330,9427.07,542758086.6,593705
28/05/2020,9204.07,9625.47,9110,9575.89,693930106.2,738725
27/05/2020,8841,9225,8811.73,9204.07,624660855.8,662850
26/05/2020,8900.35,9017.67,8700,8841.18,516455128.9,678304
25/05/2020,8718.14,8979.66,8642.72,8900.35,553545285.9,733557
24/05/2020,9179.01,9298,8700,8720.34,636787240.4,774088
23/05/2020,9170,9307.85,9070,9179.15,400407195.6,512460
22/05/2020,9067.51,9271,8933.52,9170,537847834.5,693694
21/05/2020,9511.43,9578.47,8815,9068.65,1002046266,951971
20/05/2020,9775.13,9842,9326,9511.43,721190802.8,731189
19/05/2020,9733.93,9897.21,9474,9775.53,760713946,773581
18/05/2020,9681.11,9950,9464.23,9733.93,797622297.3,794292
17/05/2020,9380.81,9888,9322.1,9680.04,663088800.8,722718
16/05/2020,9315.96,9588,9220,9381.27,560547005,692028
15/05/2020,9791.97,9845.62,9150,9316.42,1099721376,1055630
14/05/2020,9309.35,9939,9256.76,9791.98,1247456798,1199530
13/05/2020,8810.99,9398,8792.99,9309.37,839725720,869216
12/05/2020,8562.04,8978.26,8528.78,8810.79,760195457.1,784859
11/05/2020,8722.77,9168,8200,8561.52,1468392821,1367382
10/05/2020,9539.1,9574.83,8117,8722.77,1594996477,1565771
9/05/2020,9800.02,9914.25,9520,9539.4,795001351.7,839384
8/05/2020,9986.3,10035.96,9705,9800.01,997005843.7,967816
7/05/2020,9143.4,10067,9021,9986.4,1409783462,1254835
6/05/2020,9021.36,9395,8906.21,9142.92,972793508.5,1007661
5/05/2020,8871.92,9118.58,8760,9021.83,683083018.9,812543
4/05/2020,8894.15,8950,8522,8871.96,738343818.7,848802
3/05/2020,8972.58,9200,8712,8894.16,808427095.9,877460
2/05/2020,8825.67,9010,8753,8972.05,523838859.5,637884
1/05/2020,8620,9059.18,8613.56,8826.96,805640126.6,865960
30/04/2020,8778.58,9460,8401,8620,1839283907,1661554
29/04/2020,7738.58,8952.89,7710.05,8778.57,1536390177,1433128
28/04/2020,7773.51,7780,7659.12,7738.98,357391780.9,499414
27/04/2020,7693.1,7792.02,7606,7774.62,504025811.7,637800
26/04/2020,7539.03,7700,7480,7693.1,384202783.3,554480
25/04/2020,7505,7705,7431.07,7538.67,331292050.8,521943
24/04/2020,7483.96,7615.96,7388,7505,452118137.8,601093
23/04/2020,7125.12,7738,7020,7482.39,756320213.6,881099
22/04/2020,6841.36,7156.38,6818,7125.14,431271646.2,508659
21/04/2020,6828.98,6940,6762,6841.37,411800606.1,555797
20/04/2020,7121.4,7220,6751,6826.83,629612368.7,785174
19/04/2020,7248.6,7266.15,7055.6,7120.74,326485586.9,483574
18/04/2020,7026.78,7293.08,7014.4,7248.6,354845083.8,494670
17/04/2020,7101.99,7148.12,6972.98,7027.55,382334236.2,537554
16/04/2020,6621.25,7190,6468.27,7101.94,865277543.4,971163
15/04/2020,6868.57,6933,6605,6621.24,416947490.6,581374
14/04/2020,6838.04,6978,6754.28,6868.7,474794776.2,608665
13/04/2020,6903.79,6903.79,6575,6837.91,649390681.2,804179
12/04/2020,6876.84,7177,6780,6903.79,516235035.2,648323
11/04/2020,6858.92,6944.3,6760,6876.83,311699573.5,484618
10/04/2020,7283.54,7295.75,6739.98,6858.92,727281590.8,949050
9/04/2020,7360.26,7371.92,7108.08,7283.54,444741085.9,686207
8/04/2020,7197.32,7420,7150,7361.28,555122600.3,750516
7/04/2020,7329.9,7459.69,7077,7197.32,757201786.7,924436
6/04/2020,6772.78,7355.14,6765,7329.9,837357664.7,956586
5/04/2020,6857.41,6895.54,6677.52,6772.78,337062083,506433
4/04/2020,6732.97,6990.41,6650.01,6856.99,495076283.5,659051
3/04/2020,6793.86,7048,6602.1,6734.1,710254017.1,840456
2/04/2020,6643.36,7198,6551,6794.09,1014494762,1101043
1/04/2020,6412.14,6679.94,6150.11,6642.92,618527468.8,758061
31/03/2020,6394.45,6523.23,6321.4,6410.44,465780496.6,538231
30/03/2020,5880.5,6599,5857.76,6394.38,747569726.5,784034
29/03/2020,6236.65,6266,5866.56,5881.42,383707122.5,496709
28/03/2020,6359.11,6360,6024,6236.65,577986706.1,725588
27/03/2020,6737.27,6842.59,6261,6359.11,551326113.9,643631
26/03/2020,6677.42,6780,6510,6737.36,552537189.5,668467
25/03/2020,6744.69,6957.96,6450,6677.43,880250736.9,912179
24/03/2020,6465.25,6833,6371.33,6744.72,1001890515,1012669
23/03/2020,5816.05,6600,5688,6467.31,1015525672,1099406
22/03/2020,6187.04,6407.87,5734.01,5816.19,722895653.5,952259
21/03/2020,6204.57,6456.98,5860.02,6186.98,794962136.6,990974
20/03/2020,6162.05,6900,5670,6208.36,1401734013,1580069
19/03/2020,5393.26,6400,5252.53,6162.37,1164739708,1403608
18/03/2020,5312.64,5436.17,5009.37,5393.04,719748122.5,962843
17/03/2020,5028.86,5525,4921.45,5312.64,793147908.3,1069217
16/03/2020,5360.33,5365.42,4442.12,5028.97,1113690309,1608176
15/03/2020,5172.48,5940,5093.1,5361.3,753755706.4,1037714
14/03/2020,5576.05,5640.52,5055.13,5172.06,736651880.9,1106125
13/03/2020,4800.01,5955,3782.13,5578.6,2063819541,2309830
12/03/2020,7934.58,7966.17,4410,4800,1628590104,1770812
11/03/2020,7894.57,7980,7590,7934.52,624465167.4,699401
10/03/2020,7929.87,8149,7728.01,7894.56,689700153.4,737528
9/03/2020,8034.76,8179.31,7632.01,7929.87,918787729.1,929234
8/03/2020,8885.25,8886.76,8000,8033.31,656931544.8,740741
7/03/2020,9130.89,9188,8835,8886.66,409983263.8,485400
6/03/2020,9054.64,9170,8985.5,9131.88,397598476.4,493216
5/03/2020,8750.99,9159.42,8746.54,9054.68,524102029.2,619552
4/03/2020,8760.07,8848.29,8660,8750.87,338849892,454817
3/03/2020,8911.18,8919.65,8651,8760.07,484181096.3,512762
2/03/2020,8530.3,8965.75,8498,8915.24,528906629.6,564535
1/03/2020,8523.61,8750,8411,8531.88,375729315.3,472019
29/02/2020,8690.8,8790,8523.55,8523.61,318585952,414175
28/02/2020,8823.25,8900,8445,8692.91,615664817,655727
27/02/2020,8786,8971.77,8531,8823.21,636955872.8,696646
26/02/2020,9316.48,9377.44,8633.63,8785.25,830717784.4,871018
25/02/2020,9655.52,9675,9250,9315.84,514946930.6,579079
24/02/2020,9936.4,9990,9473.56,9656.13,542081527.6,589384
23/02/2020,9650.85,9990,9645,9936.4,371815095.5,441935
22/02/2020,9677.05,9709.17,9560.02,9650.86,237544283.2,319961
21/02/2020,9597.21,9755.51,9550.21,9677.05,408286949.8,470599
20/02/2020,9594.65,9699,9400,9596.42,576020107.5,667387
19/02/2020,10164.78,10250,9350,9593.79,547679966.9,588760
18/02/2020,9706,10250,9576.01,10164.71,696870122.8,723413
17/02/2020,9910.7,9964.16,9452.67,9706,680009637.6,778058
16/02/2020,9904.46,10050,9638.12,9917.27,592584876.9,708070
15/02/2020,10344.36,10375,9801,9904.72,580845331.2,739781
14/02/2020,10227.78,10381.56,10111.37,10344.36,482455622,622310
13/02/2020,10325.33,10500,10080,10229.63,815507473.7,932802
12/02/2020,10223.08,10450,10223.08,10326.46,629756037.5,857655
11/02/2020,9851.74,10323.59,9700,10223.08,624970415.4,710170
10/02/2020,10151.72,10188,9756,9851.83,590091358.4,690308
9/02/2020,9895.04,10166,9880.75,10151.75,437441704.9,536848
8/02/2020,9813.87,9940,9667.11,9895.05,427781790.2,514573
7/02/2020,9772,9885,9730,9813.73,430744860.2,582249
6/02/2020,9612.03,9862.57,9526.35,9772,631245079.8,682179
5/02/2020,9197.02,9744.45,9177.22,9612.04,613540574.8,661758
4/02/2020,9291.35,9350,9093.01,9197.02,491136137.2,528930
3/02/2020,9331.59,9618.79,9234,9292.24,476379993.5,492124
2/02/2020,9384.41,9477.03,9120,9331.51,428064088.7,446558
1/02/2020,9351.71,9464.53,9281,9384.61,268137740,334972
31/01/2020,9511.52,9530.22,9210.01,9352.89,425779010.4,428547
30/01/2020,9301.57,9578,9204.44,9513.21,569652869.8,529570
29/01/2020,9375.34,9449.24,9216,9301.53,503188568.8,492545
28/01/2020,8907.57,9400,8862.4,9374.21,676593159.5,616678
27/01/2020,8614.39,9000,8535,8907.57,473194952.8,514196
26/01/2020,8340.01,8618.13,8293.66,8615,263941925.3,332612
25/01/2020,8438.99,8451.26,8254.9,8340.58,212869245.6,283118
24/01/2020,8404.52,8528.02,8238,8439,349874174.8,407271
23/01/2020,8682.77,8691.81,8306.39,8404.52,407428808.7,464805
22/01/2020,8736.04,8818,8590,8682.36,252638888.2,317424
21/01/2020,8642.35,8789,8488,8736.03,316056705,365621
20/01/2020,8701.72,8746.99,8521.28,8642.35,336447837,385006
19/01/2020,8915.09,9198.98,8466,8701.7,623950864.3,615665
18/01/2020,8913.27,8988.88,8806.38,8915.96,340852837.9,458182
17/01/2020,8720.15,9041.65,8672.44,8913.28,629568740.7,676403
16/01/2020,8820.01,8859.81,8586,8720.01,451752380.3,543064
15/01/2020,8814.64,8916.48,8564,8821.41,743712237.3,764048
14/01/2020,8110.34,8880,8105.54,8810.01,1032735181,915328
13/01/2020,8184.97,8196,8055.89,8110.34,252656965.4,289144
12/01/2020,8020.01,8197,7960,8184.98,309351920.5,350662
11/01/2020,8198.86,8286.34,8003.16,8020.01,445034349.6,469131
10/01/2020,7817.74,8199,7672,8197.02,652774220.4,606101
9/01/2020,8054.72,8055.96,7750,7817.76,507258250.5,478800
8/01/2020,8145.92,8455,7870,8055.98,926410232.6,830375
7/01/2020,7758.9,8207.68,7723.71,8145.28,724202791.1,685315
6/01/2020,7357.64,7795.34,7346.76,7758,413330481.2,449937
5/01/2020,7354.19,7495,7318,7358.75,284848683.8,329209
4/01/2020,7345,7404,7272.21,7354.11,219874240.9,279370
3/01/2020,6965.49,7405,6871.04,7344.96,495098583,519854
2/01/2020,7200.77,7212.5,6924.74,6965.71,225982341.3,302667
1/01/2020,7195.24,7255,7175.15,7200.85,121214452.1,194010
31/12/2019,7246,7320,7145.01,7195.23,187518399.3,251976
30/12/2019,7388.43,7408.24,7220,7246,216508875.5,279033
29/12/2019,7315.36,7528.45,7288,7388.24,231731575.8,283213
28/12/2019,7254.77,7365.01,7238.67,7316.14,196322192.4,272607
27/12/2019,7202,7275.86,7076.42,7254.74,242214722.7,297262
26/12/2019,7205.01,7435,7157.12,7202,263289799,337695
25/12/2019,7255.77,7271.77,7128.86,7204.63,198273303.1,289924
24/12/2019,7317.3,7436.68,7157.04,7255.77,318428019,384678
23/12/2019,7500.71,7695.38,7265.84,7317.09,510710431.8,530669
22/12/2019,7131.59,7518.54,7122.47,7501.44,285577206.9,356612
21/12/2019,7188.01,7190.58,7105,7132.75,139069157.1,212162
20/12/2019,7151.31,7220,7079.5,7187.83,229842650.4,312766
19/12/2019,7277.83,7380,7038.31,7150.3,397407677.1,439761
18/12/2019,6623.84,7440,6435,7277.83,654057202.2,714073
17/12/2019,6891.44,6942.21,6560,6623.82,364087469.8,454097
16/12/2019,7119.6,7150,6836,6891.72,307508569.9,371202
15/12/2019,7064.14,7200.3,7008.35,7118.59,187402764.6,262651
14/12/2019,7257.37,7271.77,7012,7064.05,211004228,276819
13/12/2019,7197.76,7309.05,7190.76,7258.48,199836160.2,252135
12/12/2019,7210,7295,7080.3,7198.08,303657479.5,331414
11/12/2019,7224.15,7275.5,7125.66,7210,217095653.9,268269
10/12/2019,7338.64,7407.6,7157.1,7224.13,363127435.4,439637
9/12/2019,7510.11,7650,7273,7338.64,347471155.5,359648
8/12/2019,7487.31,7564,7374.86,7510.11,223314325.6,257514
7/12/2019,7527.8,7619.62,7470.16,7488.21,237000924.9,263592
6/12/2019,7389,7590.03,7305,7527.47,356905919,367854
5/12/2019,7194.59,7485,7150,7389,434738864.8,430359
4/12/2019,7292.71,7750,7067,7194.32,608623482.8,516158
3/12/2019,7294.42,7400,7241.35,7292.71,242379261.1,265391
2/12/2019,7391.5,7420.56,7151.1,7294.28,337889295.5,326881
1/12/2019,7540.63,7541.85,7210,7390.89,446524917.2,420573
30/11/2019,7740.99,7810,7441,7541.89,358749026.4,346506
29/11/2019,7418.52,7850,7362.3,7739.68,463006956.7,412929
28/11/2019,7507.9,7643,7360,7419.49,427572714.9,388953
27/11/2019,7154.75,7655,6840,7508.52,671646609.2,582055
26/11/2019,7109.99,7340,7017.48,7156.14,469602476.9,433933
25/11/2019,6900.23,7377.69,6515,7109.57,831628458.3,679721
24/11/2019,7311.1,7330.39,6861,6903.28,481922941.3,446014
23/11/2019,7268.23,7344.48,7080.01,7311.57,364446217.4,414045
22/11/2019,7627.79,7750,6790,7268.23,917881536.3,817604
21/11/2019,8098.56,8134.73,7500,7627.74,455166676.3,430062
20/11/2019,8133.83,8264.29,8038.4,8098.01,263387575.5,288843
19/11/2019,8186.5,8218.63,8003,8133.64,353463792,357382
18/11/2019,8502.87,8503.52,8060,8187.17,358706174.8,366263
17/11/2019,8490.74,8635,8350.68,8502.4,229995700.8,259594
16/11/2019,8471.62,8543,8400,8491.02,177222838.4,231473
15/11/2019,8646.38,8790,8400,8471.73,394708981.3,423919
14/11/2019,8777.54,8800,8582.6,8646.68,290104307,337019
13/11/2019,8821.91,8844.99,8702,8777.12,235060554.1,281593
12/11/2019,8733.36,8888,8567.6,8821.94,352675938.4,406765
11/11/2019,9040.16,9072.32,8618.68,8733.27,394585996.3,415982
10/11/2019,8809.18,9147.19,8750,9039.47,307316853.9,375946
9/11/2019,8773.74,8880,8724.88,8809.41,259733491.8,326730
8/11/2019,9214,9261,8696,8773.73,555589996,567331
7/11/2019,9339.16,9375,9101,9216.2,361217475.1,401984
6/11/2019,9307.73,9440.91,9250.01,9339.05,348607499.8,402997
5/11/2019,9392.4,9454.95,9175.76,9308.66,428156963.1,492885
4/11/2019,9196.46,9513.68,9115.84,9393.35,426792003.2,453749
3/11/2019,9289.85,9362.57,9066.14,9194.71,256664259.7,326024
2/11/2019,9231.4,9373.74,9186.21,9289.52,268119579.7,325421
1/11/2019,9140.86,9279,9030,9231.61,398803069,478002
31/10/2019,9154.02,9405,8913,9140.85,498152743.7,490183
30/10/2019,9407.62,9409.84,9001.01,9154.72,506584830,524035
29/10/2019,9204.45,9550,9072,9407.62,600611324.6,559589
28/10/2019,9528.23,9902.1,9160,9205.14,759178942.9,681128
27/10/2019,9230,9794.98,9074.34,9529.93,887438297.7,799978
26/10/2019,8655.88,10370,8470.38,9230,1522244166,1185369
25/10/2019,7412.41,8799,7361,8655.02,737329544.9,775418
24/10/2019,7468.47,7503.68,7337.99,7412.41,243246414.9,403778
23/10/2019,8020.06,8047.59,7300,7466.62,488220760.6,610241
22/10/2019,8197.28,8297.99,8000,8020,283535483.4,384699
21/10/2019,8223.35,8333,8142.03,8197.27,250117281.6,367169
20/10/2019,7949.87,8297,7870,8223.35,275899861.7,396091
19/10/2019,7946.89,8098.1,7866.92,7948.01,211909734.1,349746
18/10/2019,8070.71,8115,7816.01,7947.01,248931322.1,399783
17/10/2019,7995.02,8124.92,7929.03,8070.58,238343204.5,356490
16/10/2019,8159.3,8181.16,7917,7991.74,279586845.5,421026
15/10/2019,8346.86,8403,8090,8159.29,270727559.8,399447
14/10/2019,8275.24,8388.85,8203,8348.2,247530733.2,345679
13/10/2019,8301.98,8451.37,8160,8275.01,232149438.4,320051
