date,open,high,low,close,volume,tradecount
12/10/2019,8257.95,8400,8250,8300.09,177707852.6,280633
11/10/2019,8557.82,8779.51,8212.38,8258.5,424413201.5,471818
10/10/2019,8562.15,8644,8414.52,8558.03,333925412.3,406932
9/10/2019,8170.79,8670,8115,8560.74,462845251.8,537805
8/10/2019,8190.82,8325,8088.75,8168.39,290675248.1,395685
7/10/2019,7855.3,8299.92,7762,8190.09,420921679.8,482605
6/10/2019,8127.55,8153.87,7785,7854.25,275447898,325795
5/10/2019,8137.09,8183.41,8012.98,8126.19,177252877,237769
4/10/2019,8224.43,8232.41,8005,8137.13,215325611.7,259012
3/10/2019,8360,8393,8060,8223.96,250291751.3,281307
2/10/2019,8292.67,8373.91,8151.22,8359.94,216325351.9,261430
1/10/2019,8289.97,8500,8173.05,8292.44,362980689.9,387653
30/09/2019,8043.04,8337.26,7710,8289.34,449120676.8,455556
29/09/2019,8199.38,8229.13,7890,8043.82,253660600.3,322501
28/09/2019,8177.47,8315,8001.09,8198.81,280672404.7,319113
27/09/2019,8063.49,8265,7852.15,8177.91,352800745.2,369518
26/09/2019,8430.05,8465.99,7750,8063.73,552794530.9,522062
25/09/2019,8497.55,8730,8215.64,8430.05,512437200.4,544806
24/09/2019,9702.2,9794.99,7800,8493.14,838996309.2,748712
23/09/2019,10028.05,10049.99,9615.77,9702.25,314390584.6,332817
22/09/2019,9985.15,10089,9853.97,10028.87,220133631.6,253713
21/09/2019,10167.92,10176.7,9900,9986.39,206034034.5,245439
20/09/2019,10243.7,10281,10061.39,10168.59,255205290.2,267032
19/09/2019,10156.41,10325,9653,10244.29,447676493,429727
18/09/2019,10187.48,10258.02,10100,10156.99,247024351.6,299466
17/09/2019,10249.68,10275,10128.01,10187.82,233944812.6,287483
16/09/2019,10303.34,10355,10078,10251.31,296325130.2,274368
15/09/2019,10332.81,10360,10252.15,10302.01,185853330.4,194733
14/09/2019,10344.13,10419.99,10222.33,10335.02,244063007.1,253929
13/09/2019,10415.01,10439,10153,10342.06,311632094.3,304947
12/09/2019,10158.75,10448.81,10040,10415.01,353390091,317881
11/09/2019,10098.19,10293,9880,10158.33,321637085.5,309120
10/09/2019,10302.58,10384.99,9953,10098.15,294323839.5,286763
9/09/2019,10381.24,10480,10068.5,10303.12,409724831.9,330459
8/09/2019,10455.9,10592.5,10208,10381.18,249900964.4,237752
7/09/2019,10298.71,10558,10288.57,10455.88,287851131.2,272011
6/09/2019,10563.13,10905.87,10150,10298.73,623662984.4,455334
5/09/2019,10565.92,10900,10450,10564.49,358861340.8,309846
4/09/2019,10611.85,10799,10369.89,10567.02,463526509.3,383457
3/09/2019,10340,10773,10272,10615.28,505617667.4,416076
2/09/2019,9723.59,10450,9712.5,10340,448462178.6,354155
1/09/2019,9588.74,9830,9520,9724.98,188513289.1,191324
31/08/2019,9582.76,9684.51,9420.75,9587.47,164116756.5,199188
30/08/2019,9499.01,9696,9350.41,9584.54,255854874.5,259270
29/08/2019,9721,9724,9320,9498.44,337838761.6,343887
28/08/2019,10185.69,10299,9601.01,9721,420034883,381293
27/08/2019,10373.6,10391.08,10051.08,10185.05,289340681.1,292888
26/08/2019,10142.69,10604,10137.93,10372.25,432249835.5,405316
25/08/2019,10134.61,10333,9906.97,10142.69,265132761.3,289956
24/08/2019,10388.16,10419.42,9890,10134.35,279962133.6,313227
23/08/2019,10099.9,10445,10019.79,10389.55,282732431.8,326866
22/08/2019,10140.82,10242,9762,10099.88,341371442.9,401148
21/08/2019,10760.51,10804.13,9858,10142.57,482889274.5,458814
20/08/2019,10914.73,10949.96,10560,10760.51,346664453.1,305065
19/08/2019,10306.17,10930,10258.6,10915.54,396233441,337022
18/08/2019,10216.05,10500,10080,10306.78,248508872.5,265705
17/08/2019,10331.15,10465.14,10000,10216.02,297776329,332795
16/08/2019,10296.77,10536.03,9750,10331.54,527258446.4,504740
15/08/2019,10055.16,10460,9911,10293.93,387705855.1,373368
14/08/2019,10893.36,10897.48,9928.1,10050.37,567724729.1,534507
13/08/2019,11398.35,11456.16,10788.45,10892.71,368994475.5,337834
12/08/2019,11539.08,11577.89,11235.32,11396.08,200325471.6,255966
11/08/2019,11309.24,11600,11112.11,11549.97,304862403.4,306234
10/08/2019,11879.98,11985,11270,11309.31,492217964.5,399237
9/08/2019,11994.17,12045.68,11700,11879.99,467011047.9,410902
8/08/2019,11975.04,12060,11521,11999.77,604389131.1,473584
7/08/2019,11481.69,12141.17,11382.84,11975.03,814597979.1,592916
6/08/2019,11830,12330.7,11226.7,11481.69,904119081.6,625827
5/08/2019,10929.99,11937.52,10927.8,11828.8,757976547.2,622610
4/08/2019,10816.86,11040,10552,10929.23,431793873.4,353721
3/08/2019,10523.75,10904.77,10497.93,10816.86,363852799.9,348893
2/08/2019,10375,10670,10281.35,10523.75,450323284.2,431322
1/08/2019,10080.53,10467.86,9863.46,10374.99,422156523.7,378062
31/07/2019,9575,10109.8,9555,10080.53,389690761.4,364212
30/07/2019,9509.07,9714.28,9402,9574.21,310867928.3,283961
29/07/2019,9541.54,9729,9395,9507.64,277497756.8,294468
28/07/2019,9478.92,9594.99,9165,9541.54,278537286.1,271327
27/07/2019,9824,10188.66,9333,9476.52,424932725,401418
26/07/2019,9882.15,9889.98,9637,9824,265108103.1,299935
25/07/2019,9763.4,10175,9720.03,9879.87,378938450.1,368176
24/07/2019,9864.78,9937,9525,9763.28,422534162.1,424762
23/07/2019,10343.08,10343.97,9822,9864.91,478441909.4,448147
22/07/2019,10590.15,10683.16,10100,10340.31,421016379.4,389565
21/07/2019,10740.27,10817.9,10288,10589.45,409661486,395452
20/07/2019,10505.78,11068.99,10350,10740.23,505569016.4,461660
19/07/2019,10628.64,10769.71,10121.84,10504.29,589931612.3,567735
18/07/2019,9668.86,10788,9252,10627.16,807822745.2,734821
17/07/2019,9430.17,9957,9060,9667.92,809555508.3,757742
16/07/2019,10833.78,11028,9350.01,9439.59,982462166.7,796646
15/07/2019,10174.18,11100,9860,10838.72,851028723.7,732206
14/07/2019,11355.78,11452,10103,10174.18,777646151.6,649043
13/07/2019,11757.22,11799.98,10830,11355.76,614050008,510305
12/07/2019,11342.88,11885,11073,11757.22,649824820.8,537561
11/07/2019,12108.11,12111.73,11000,11342.89,1007356802,760057
10/07/2019,12548.51,13147.08,11569,12108.37,1369749940,899391
9/07/2019,12238.6,12794.73,12068,12543.41,975986802,660273
8/07/2019,11410,12338.03,11220,12238.6,618530684.4,507860
7/07/2019,11256.45,11538,11094.37,11406.24,439439052.9,366769
6/07/2019,10982.41,11665,10964.51,11256.49,585001376.2,470692
5/07/2019,11145.67,11406.83,10796.44,10970.73,705853649,564857
4/07/2019,11940,12000,11055,11145.67,775818897.4,643867
3/07/2019,10844.98,11991.89,10841.04,11940,1097804643,814754
2/07/2019,10624.9,10938.75,9727,10842.85,1128353805,870148
1/07/2019,10854.1,11282.28,10030,10624.93,972343281.9,757458
30/06/2019,11903.13,12180,10766.03,10854.1,971151050.9,711267
29/06/2019,12407.06,12441.54,11475.02,11903.13,829011822.2,732073
28/06/2019,11329.99,12480,10982.88,12400.63,1129888341,883116
27/06/2019,13098.38,13478.04,10525.1,11329.99,2058443849,1357233
26/06/2019,11821.28,13970,11741,13093.8,1996178375,1355074
25/06/2019,11056.59,11850,11026,11820.86,697773986.3,597798
24/06/2019,10905.95,11143.63,10620.8,11056.59,469746663.9,440335
23/06/2019,10729,11392.64,10555.18,10906.07,625330374.7,557935
22/06/2019,10159.86,11160,9921.72,10729.5,1112069568,923334
21/06/2019,9518.06,10174.99,9518.06,10159.86,494783688,474344
20/06/2019,9253.76,9590,9175.2,9517.12,323621848.2,350662
19/06/2019,9081.97,9304,8960,9255.49,293748062.7,306202
18/06/2019,9312.13,9336.36,8950,9081.55,470271954.3,449730
17/06/2019,8953,9444,8950,9313.96,441567296.1,462160
16/06/2019,8810.77,9333,8760,8953.33,574211343,552319
15/06/2019,8650.88,8864.99,8567.63,8808.7,276420769.3,335840
14/06/2019,8216.44,8684.41,8144.32,8650,333475488.6,410072
13/06/2019,8127.64,8309.82,8010.03,8218.54,248418184.8,341246
12/06/2019,7884.9,8200,7788.99,8127.64,333291726.6,361980
11/06/2019,7981,8010,7692.23,7884.9,238031771.5,309059
10/06/2019,7627.57,8020,7511,7982.75,287125340,387179
9/06/2019,7895.28,7935,7506.66,7628.13,243970971,322175
8/06/2019,7978.94,8044.65,7751,7893.62,179047320,250864
7/06/2019,7787.57,8100,7737.49,7980.53,269125728.1,323096
6/06/2019,7778.08,7868.13,7444.58,7786.7,282156410.5,371485
5/06/2019,7687.04,7896.7,7572.78,7776.5,377635818,426120
4/06/2019,8115.66,8115.66,7481.02,7687.03,582173398.3,645913
3/06/2019,8726,8800.95,8080.8,8115.82,387155495,431252
2/06/2019,8545.1,8814.78,8524,8725.98,241414596.7,299353
1/06/2019,8555,8626,8442.36,8544.07,272098436.3,348375
31/05/2019,8267.1,8594,8108.5,8555,373629673.9,416525
30/05/2019,8646.5,9074.26,8005,8269.54,603312537.4,617341
29/05/2019,8716.87,8750,8406.6,8645.68,292094591,352317
28/05/2019,8752.52,8798.49,8510.63,8715.64,273791910.6,349123
27/05/2019,8612.54,8908.32,8589,8756.32,452651204.9,478773
26/05/2019,8023,8740,7833.42,8614.43,409616322.4,377306
25/05/2019,7964.52,8091.8,7908.34,8025.41,227376280.6,264448
24/05/2019,7849.95,8130,7766,7964.87,371381043.7,428676
23/05/2019,7627.8,7940.98,7461,7851.51,381536239.5,449220
22/05/2019,7904.48,8016,7465,7628.43,384730220.7,461337
21/05/2019,7937.16,8042.32,7771,7904.87,413637782.4,554038
20/05/2019,8147.94,8156.03,7553,7938.15,517939277.9,610360
19/05/2019,7257.32,8275.09,7243.08,8148.48,517729474.4,583432
18/05/2019,7355.28,7458,7156.61,7257.45,271170511.1,379504
17/05/2019,7868.67,7925,6913,7355.26,645676487.4,803893
16/05/2019,8169.08,8320,7705,7866.59,557126171.3,666538
15/05/2019,7945.26,8249,7850,8169.87,305196285.3,347533
14/05/2019,7795.62,8366,7599.56,7947.56,611103206,655426
13/05/2019,6968.24,8100,6870,7790.71,648012612.3,588497
12/05/2019,7076.24,7521.78,6750,6967.31,619939454.5,647345
11/05/2019,6375.16,7343.99,6372.85,7076.22,507216001.3,562540
10/05/2019,6209.95,6468.92,6172,6373.33,231801342.4,283074
9/05/2019,5986.66,6224.55,5983.71,6209.18,167489934.3,227841
8/05/2019,5846.34,6014.72,5772.2,5987.29,136245255.6,190966
7/05/2019,5749.92,6028.41,5747.74,5846.34,236176663.8,301388
6/05/2019,5773.18,5805,5619.14,5747.79,144358553.9,230431
5/05/2019,5829.83,5839.9,5696,5775.62,137653160.8,185365
4/05/2019,5770.62,5900,5587.45,5829.45,228942582.5,283145
3/05/2019,5494.81,5844,5477.57,5772.69,264435878.9,338298
2/05/2019,5383.2,5538,5370,5492.87,124498567.2,181896
1/05/2019,5321.94,5402,5316.2,5383.2,92194935.6,161488
30/04/2019,5238.14,5339.98,5192.15,5320.81,117309839.2,180989
29/04/2019,5309.81,5332,5178.8,5238.14,104822151.5,178472
28/04/2019,5295.69,5340,5259.48,5307.52,76277087.37,127730
27/04/2019,5315,5342.5,5257.67,5295.69,81749716.42,145733
26/04/2019,5220.47,5510,5161.62,5314.1,259659705.7,333183
25/04/2019,5415,5491.84,5102,5219.9,265091565.6,331089
24/04/2019,5490.91,5582.2,5333.35,5415,262493252.9,339599
23/04/2019,5357.14,5600,5332.41,5493.31,227154061.9,282563
22/04/2019,5257.41,5400,5208.35,5357.14,156632203,210361
21/04/2019,5292.91,5314.35,5165,5256.14,133929931.2,210494
20/04/2019,5258.68,5333.42,5230.1,5291.73,101343660.2,157080
19/04/2019,5258.44,5320,5175,5258.68,128937309.6,178148
18/04/2019,5202.41,5287,5198.8,5258.44,118573129.9,167110
17/04/2019,5173.72,5230.4,5146.8,5202.82,120972345.5,179490
16/04/2019,5024.95,5197.72,5003.94,5173.72,123581651.7,168550
15/04/2019,5131.28,5167.38,4950,5024.95,147687551.9,204944
14/04/2019,5047.45,5152.99,5000,5131.3,92594930.43,131700
13/04/2019,5047,5099,5004,5045.22,87375984.44,138674
12/04/2019,5017.37,5080.58,4861.22,5048.01,166485761.1,226036
11/04/2019,5307.86,5332.67,4927,5017.37,277736905.9,369304
10/04/2019,5150,5422,5135,5308.25,210870034.5,260967
9/04/2019,5238.38,5238.4,5076.68,5150,175633627.3,253381
8/04/2019,5170.27,5305,5039,5236.9,260487077.8,350828
7/04/2019,5042.07,5234,5026,5170.27,192916750.6,274084
6/04/2019,5004.96,5205,4928.59,5043.89,210963411.6,281237
5/04/2019,4898.64,5028.22,4880.62,5004.95,197660830.7,292375
4/04/2019,4932.59,5039.08,4777,4898.66,301411332,419141
3/04/2019,4857.19,5275.01,4753.5,4932.6,548900970.9,692019
2/04/2019,4144.54,4897.99,4140.54,4857.29,489018726.8,609133
1/04/2019,4102.44,4158.7,4067,4144.56,105388238.1,184268
31/03/2019,4106.99,4116.12,4082.57,4103.95,55472147.13,124046
30/03/2019,4104.24,4140,4052,4106.97,79853835.58,162463
29/03/2019,4028.22,4123.71,4024.03,4103.25,122585822.6,203826
28/03/2019,4039.58,4039.7,4002,4027.81,80822230.58,157060
27/03/2019,3948.77,4048,3936.15,4038.05,129681258,224309
26/03/2019,3935.47,3958.98,3894,3948.55,115330071,192418
25/03/2019,3991.35,3999.3,3888.71,3936.12,131507366.4,227739
24/03/2019,4006.01,4006.02,3950,3992.18,68524082.75,131087
23/03/2019,3987.89,4018.83,3978.01,4006.01,69169819.86,143155
22/03/2019,3980.85,4008,3968.25,3986.93,79861943.81,153703
21/03/2019,4043.04,4069.32,3880.01,3980.64,144010401.5,236100
20/03/2019,4017.48,4050,3980.5,4043.04,94019734.23,175036
19/03/2019,3987.83,4031,3970,4015.53,79503748.36,147394
18/03/2019,3981.85,4037,3953.33,3987.81,89526258.39,157876
17/03/2019,4005.98,4012,3950.01,3981.14,74893913.06,146953
16/03/2019,3924.46,4056.98,3921.98,4005.98,114227606.4,216198
15/03/2019,3877.12,3939.22,3872.2,3923.76,84919900.72,163866
14/03/2019,3866,3920,3810.43,3877.12,104673038.8,196651
13/03/2019,3882.69,3893.56,3840,3866,94680049.46,186572
12/03/2019,3871.61,3905.2,3826.06,3882.73,104393849.4,182885
11/03/2019,3915.99,3936.98,3830,3871.61,147721971.1,209916
10/03/2019,3943.43,3943.43,3881.69,3916.82,90693949.72,167920
9/03/2019,3864.88,3971.75,3854.75,3943.04,121353607,206869
8/03/2019,3873.63,3932,3800,3864.89,135000852,211534
7/03/2019,3861.84,3905.4,3840.4,3873.64,102585458.4,180520
6/03/2019,3857.58,3907,3813.09,3861.84,95417637.59,165101
5/03/2019,3716.1,3877.1,3703.55,3857.73,124945530.8,202444
4/03/2019,3807.32,3830,3670.69,3715.3,129739738.2,218615
3/03/2019,3819.97,3835,3781.32,3807.75,63791898.99,127681
2/03/2019,3822.17,3841.31,3772.25,3819.93,74175357.78,149854
1/03/2019,3814.26,3857,3813.01,3823,88851336.52,179860
28/02/2019,3818.04,3888,3763.87,3813.69,124703738.4,233849
27/02/2019,3809.31,3838.85,3677.17,3818.07,119564023.1,201626
26/02/2019,3828.44,3841.51,3777,3809.23,109932596.1,213897
25/02/2019,3743.56,3872.66,3740,3827.92,145285565.2,262716
24/02/2019,4118,4198,3712.66,3743.56,244146803.5,410578
23/02/2019,3962,4162.02,3933.15,4117.76,135782959.4,231563
22/02/2019,3937.31,3988,3926.65,3962,94739322.75,179588
21/02/2019,3969.74,4016.48,3901.03,3937.31,122714273.9,209571
20/02/2019,3907.35,3986.98,3870.66,3969.74,142571564.6,250176
19/02/2019,3897.35,3994.52,3856,3907.79,197091641,332281
18/02/2019,3667.62,3925,3655,3898.6,242898012.8,393515
17/02/2019,3617.22,3700.11,3604.4,3667.58,93426433.13,179511
16/02/2019,3602.49,3648.2,3597.91,3618.41,70894921.81,149393
15/02/2019,3590.57,3653.23,3573.45,3602.47,74938358.18,151256
14/02/2019,3608.34,3626.4,3568.11,3590.56,78367545.58,155215
13/02/2019,3631.51,3670,3591.75,3609.4,93350740.95,167690
12/02/2019,3631.05,3667.6,3582.34,3631.46,106766440,198996
11/02/2019,3679.75,3684.9,3615.53,3631.05,90731831.9,172626
10/02/2019,3665.18,3684.99,3609.76,3680.06,84696423.96,171099
9/02/2019,3660.27,3680.02,3625.13,3665.18,90488500.07,192209
8/02/2019,3398.4,3733.58,3373.1,3659.04,170118212.5,277242
7/02/2019,3407,3426.45,3390,3398.4,63611505.79,148209
6/02/2019,3471.57,3482.72,3380,3405.37,120500703,207024
5/02/2019,3463.22,3478.97,3448.43,3471.59,87491347.06,162066
4/02/2019,3458.11,3484.88,3433.31,3463.22,80024258.23,155686
3/02/2019,3504.06,3511.09,3426,3458.11,68801620.06,138592
2/02/2019,3462.2,3526.4,3440.29,3504.77,62134037.98,153234
1/02/2019,3434.1,3488,3401.2,3462.07,87075914.23,167520
31/01/2019,3457.5,3489.2,3418.8,3434.1,101928347,198100
30/01/2019,3410.04,3478,3387.1,3458.18,82521122.86,180820
29/01/2019,3434,3443.45,3349.92,3411.04,100542807.5,189650
28/01/2019,3550.05,3557.75,3380.27,3434.15,139258708.8,260799
27/01/2019,3565.62,3579,3486,3550.84,80743416.85,163855
26/01/2019,3566.69,3662.94,3545,3565.25,69841766.65,135369
25/01/2019,3569.07,3587.15,3522.51,3565.29,62634926.46,153413
24/01/2019,3552.97,3589,3529.22,3569.62,74037052.87,162159
23/01/2019,3570.41,3607.98,3514.5,3552.82,88816396.35,192892
22/01/2019,3526.88,3608.5,3434.85,3570.93,103804480.1,195484
21/01/2019,3539.26,3559.51,3475.5,3526.9,69316548.77,160825
20/01/2019,3665.75,3693.73,3475,3539.28,99767239.95,204941
19/01/2019,3594.87,3720,3594.23,3665.3,81354185.9,175054
18/01/2019,3613.32,3620,3565.75,3594.87,81699723.54,177567
17/01/2019,3591.84,3634.7,3530.39,3616.21,106709137,217797
16/01/2019,3553.06,3645,3543.51,3591.84,98504455.21,205159
15/01/2019,3626.08,3648.42,3516.62,3553.06,122785440.2,231684
14/01/2019,3477.56,3671.87,3467.02,3626.09,125631820.1,229452
13/01/2019,3584.1,3611.1,3441.3,3476.81,92882249.47,183113
12/01/2019,3601.31,3618.19,3530,3583.13,78908770.68,175679
11/01/2019,3585.88,3658,3465,3601.31,137560743.6,264996
10/01/2019,3966.06,3996.01,3540,3585.88,221789348,374760
9/01/2019,3955.45,4006.81,3930.04,3966.65,115218950.3,209240
8/01/2019,3976.76,4069.8,3903,3955.13,154778846.5,242898
7/01/2019,3987.62,4017.9,3921.53,3975.45,126830380.5,221219
6/01/2019,3771.12,4027.71,3740,3987.6,142198812.2,240496
5/01/2019,3790.09,3840.99,3751,3770.96,115893501.3,203673
4/01/2019,3767.2,3823.64,3703.57,3792.01,111034550.6,192232
3/01/2019,3857.57,3862.74,3730,3766.78,111657372.7,199812
2/01/2019,3796.45,3882.14,3750.45,3858.56,133876627.2,218538
1/01/2019,3701.23,3810.16,3642,3797.14,88149249.09,154227
31/12/2018,3803.12,3810,3630.33,3702.9,111847216.1,190308
30/12/2018,3696.71,3903.5,3657.9,3801.91,124966229.5,218929
29/12/2018,3839,3892,3670,3695.32,148205200.1,244844
28/12/2018,3567.89,3887.25,3540.04,3839.26,170638519.2,251040
27/12/2018,3777.74,3813.98,3535,3567.91,161915849.9,262733
26/12/2018,3745.56,3837.15,3656.74,3777.74,159705204.5,267746
25/12/2018,4010.11,4020,3646.41,3745.79,235584303,356377
24/12/2018,3929.71,4198,3924.83,4008.01,264628967.1,400403
23/12/2018,3948.91,4021.53,3870,3929.71,158756356.8,258417
22/12/2018,3840.25,3979,3785,3948.91,165085567.6,249148
21/12/2018,4051.86,4139.99,3764,3838.66,325803280,436187
20/12/2018,3660.01,4120,3635,4049.62,399967057.8,500506
19/12/2018,3653,3912.73,3622.55,3662.22,352638213.5,434026
18/12/2018,3509.03,3678.59,3424.47,3652.98,216563775,296433
17/12/2018,3229.22,3585,3216,3509.08,228756567.6,283814
16/12/2018,3211.71,3294,3186,3228.67,80068159.4,125565
15/12/2018,3225.19,3276.5,3156.26,3211.72,95588793.64,139806
14/12/2018,3302.06,3335.39,3177,3224.17,145101409.5,184525
13/12/2018,3446.38,3460,3255.5,3302.06,134817053.7,160471
12/12/2018,3379.23,3492,3350,3445,116227185.8,152067
11/12/2018,3434.01,3480,3324.32,3380.39,121841475.3,162266
10/12/2018,3548.49,3610,3370.11,3432.88,142507933.1,192599
9/12/2018,3411.36,3658,3394.04,3545.37,161618597.8,194567
8/12/2018,3403.57,3495,3222,3410.93,187909876.2,253650
7/12/2018,3508.75,3549.99,3224.6,3403.55,322364604.3,413521
6/12/2018,3768.44,3899.99,3500,3508.75,254722331.5,293512
5/12/2018,3950.98,3970,3745,3769.84,169404368.2,199011
4/12/2018,3884.76,4085,3781,3951.64,191673423.7,220815
3/12/2018,4160.55,4179,3827,3884.01,195055919.5,207134
2/12/2018,4190.98,4312.99,4103.04,4161.01,162917339,178087
1/12/2018,4041.27,4299.99,3963.01,4190.02,186157614.3,205472
30/11/2018,4295.72,4341.36,3943,4041.32,278810574.9,288098
29/11/2018,4262.06,4450.38,4125.65,4295.84,316809038.4,316601
28/11/2018,3875.63,4394.47,3874.27,4264.85,382697308.3,386714
27/11/2018,3864.45,3940,3689.12,3875.21,257593168.1,288731
26/11/2018,4088.69,4206,3701,3862.2,373225761.8,413329
25/11/2018,3933.68,4233,3652.66,4085.78,398253568.5,428171
24/11/2018,4415.63,4527,3824.69,3932.44,258702927.7,275070
23/11/2018,4370.9,4484,4222.94,4420.61,215283656.1,227935
22/11/2018,4661.08,4721.77,4335,4370,157459733.7,180335
21/11/2018,4559.91,4787.2,4413.85,4661.07,281264433.5,301920
20/11/2018,4913.4,5048.24,4326,4558.86,548036628.7,596769
19/11/2018,5661.94,5664,4855,4910.03,368688743.5,378495
18/11/2018,5630.49,5738.17,5617,5662,134893237,154817
17/11/2018,5650.57,5656.6,5565.43,5628.29,148072393.1,171403
16/11/2018,5757.09,5782.89,5549.25,5655.94,219097216,221493
15/11/2018,5917.2,5939.54,5403.42,5753.4,270133503.7,303825
14/11/2018,6458.98,6482.84,5656.87,5922.41,279632622.9,319011
13/11/2018,6451.68,6498,6391.15,6457.66,76142983.15,150940
12/11/2018,6450.71,6497,6421,6453.07,65390882.14,123144
11/11/2018,6435.16,6462.14,6355,6449.81,52709099.32,98435
10/11/2018,6419.99,6475.55,6411,6433.05,49745307.64,97746
9/11/2018,6479.84,6511.53,6391.01,6419.99,75997777.5,117043
8/11/2018,6578.46,6594,6468.22,6479.84,86450363.68,145405
7/11/2018,6522.73,6615.15,6509,6578.46,93820576.63,151060
6/11/2018,6468.99,6531.31,6445.18,6519.11,77336101.19,150475
5/11/2018,6485.85,6504.39,6431.02,6468.99,58127213.14,114235
4/11/2018,6388,6525,6359,6485.85,68169573.19,126200
3/11/2018,6432.8,6439.97,6345,6387.09,48934237.94,83836
2/11/2018,6410,6460.34,6388.2,6433.98,62589428.22,109482
1/11/2018,6369.52,6442.65,6348.66,6410,58031686.83,89601
31/10/2018,6330.01,6428,6245.02,6371.93,76970488.28,111552
30/10/2018,6344.5,6395,6317.01,6330.87,56393439.18,95116
29/10/2018,6489.93,6505.01,6315,6344.5,88484721.04,135586
28/10/2018,6505.6,6514.17,6453,6489.93,37298357.26,71647
27/10/2018,6538.63,6558.35,6463.04,6505.6,50667220.04,86848
26/10/2018,6528.13,6600,6515.01,6538.63,61792487.8,77985
25/10/2018,6566.81,6575.09,6502.8,6528.09,67691945.45,75563
24/10/2018,6553.51,6630,6547.53,6565.5,78795617.02,90762
23/10/2018,6581.2,6595,6515.45,6553.51,90969791.03,86938
22/10/2018,6590.12,6639,6535.27,6581.2,106815019.6,101673
21/10/2018,6585.72,6663.9,6580,6590.11,43146401.59,68018
20/10/2018,6528.88,6617.65,6505.55,6588.4,126325797.5,110809
19/10/2018,6618.96,6648.14,6523,6528.88,136686215.7,112337
18/10/2018,6739.01,6796,6567,6618.96,134777360.2,138002
17/10/2018,6762.76,6811.12,6676.01,6740.89,179641733.2,158746
16/10/2018,6752.5,6900,6670,6759.27,186122772.2,175075
15/10/2018,6339.34,7680,6300,6752.5,627984505.6,456913
14/10/2018,6332.92,6416,6308,6339.34,99527294.08,96113
13/10/2018,6298,6345,6285.07,6332.93,120728651,108981
12/10/2018,6252.71,6360,6209,6298.01,183030273,148077
11/10/2018,6630.21,6633.92,6205,6252.68,308153124.4,253224
10/10/2018,6656.67,6659.95,6530,6631,101609680.9,99789
9/10/2018,6673.01,6685.38,6607,6656.61,102115186.4,101956
8/10/2018,6615.26,6715.6,6587,6673.01,153704602.4,135156
7/10/2018,6596.44,6640,6525,6615.26,114489082.8,82844
6/10/2018,6635.65,6651,6566.77,6594.27,72247942.41,62065
5/10/2018,6591.69,6697,6543.08,6635.65,106264514.7,86701
4/10/2018,6510.01,6643.46,6505.09,6593.79,132348680.7,96824
3/10/2018,6525.79,6549,6430,6510,184622957,150607
2/10/2018,6610,6640,6494,6525.79,185725492.3,147274
1/10/2018,6626.57,6667.09,6510,6611.61,136115257,129733
30/09/2018,6597.66,6662,6533,6626.57,183438992.4,153447
29/09/2018,6634.58,6636,6464.57,6596.38,198424303.6,171027
28/09/2018,6689.12,6814.8,6540.88,6634.58,283144987.5,211849
27/09/2018,6467.84,6750,6434,6689.13,216914853.2,182590
26/09/2018,6445.11,6557.99,6379.7,6465.12,216859675.3,184238
25/09/2018,6581.42,6584.01,6325.02,6447.54,258927200.8,219965
24/09/2018,6706.81,6730,6557,6581.39,234355999.5,185297
23/09/2018,6723.05,6788.23,6661.75,6708,203479219.4,168354
22/09/2018,6759.01,6839.03,6627,6723.05,197210670.9,145720
21/09/2018,6492,6784.86,6491,6759.02,345746942,292494
20/09/2018,6392,6540,6325,6492,161844271.6,153686
19/09/2018,6336.39,6517.7,6123,6391.89,247455364.5,198215
